2.336270703017166106e+00,2.034356786605800771e+00,3.018072471226142195e+00,3.441694126363138206e+00,3.148080615651990932e+00,5.583241600646879021e+00,4.569706546701240768e+00,5.040825843398481609e+00,7.603656534566458625e+00,2.089068864649289647e+00,3.136695947776977356e+00,6.527277921184829523e+00,3.278276275762246339e+00,4.927443822550234387e+00,3.732047933103910253e+00,4.631754627991797157e+00,2.438644599851800265e+00,2.186752103689375559e+00,5.032798264435314195e+00,2.835398263169597310e+00,2.115182467653674347e+00,3.742553551747052953e+00,4.749640718446013210e+00,2.481190595084978412e+00,3.219791989707368352e+00,2.746318519794638480e+00,2.381176337419554923e+00,1.937970339433575662e+00,4.965268380288534011e+00,4.064362440824382361e+00,6.257872894414963305e+00,4.603804329066244705e+00,8.060057362953365612e+00,5.441948958320635299e+00,2.054710343020634156e+00,3.217753620811801607e+00,4.947090402779613427e+00,4.490048555695964616e+00,2.145291956515777532e+00,5.550395662544105768e+00
1.438668018807979720e+01,3.555614303519094577e+00,1.798043548605336772e+00,8.705399122200109474e+00,4.149265925149473233e+00,3.290531803040879666e+00,4.854785519414960504e+00,5.943064498456660516e+00,5.198965309954997061e+00,4.586877704369848097e+00,7.895055596675830678e+00,2.340954295592671208e+00,4.132657798894358692e+00,3.095513754365087244e+00,6.806116001494237011e+00,1.477251126807056281e+00,5.680769656315976412e+00,4.495724478429898419e+00,4.805091747681852432e+00,4.312675721086284497e+00,3.654854018490701684e+00,4.441203072175172295e+00,2.046528592935532576e+00,3.796096705943444949e+00,6.273525986119371289e+00,3.448938122769309444e+00,3.536935719060291028e+00,2.281365998932876060e+00,1.640728560038873685e+00,1.621678694381289532e+00,6.760338485236419892e+00,1.901101625706847820e+00,1.635573759894413826e+01,2.904222213655501594e+00,2.518774658999705096e+00,5.995478054451776728e+00,8.398353851386810121e+00,3.530712447234418683e+00,6.250176776363455922e+00,6.590272730716226768e+00
1.114254417335664549e+01,4.956904725673695111e+00,4.292977202856887331e+00,3.377860819789104241e+00,1.928415308146745666e+00,4.447189548689215677e+00,3.308966124748865312e+00,2.952612086395330238e+00,4.437375762443712013e+00,4.835641556218751802e+00,6.912753816584510602e+00,2.523473161436778245e+00,6.344857928361840038e+00,1.280236276378024129e+01,4.684247900936438391e+00,4.496350217851088793e+00,6.960733240486942641e+00,6.162504824403017167e+00,1.009384504385395509e+01,4.135007808923699457e+00,6.761814111820064532e+00,3.409473503605325195e+00,6.771896573678221287e+00,4.385107821155052932e+00,9.124586525620637545e+00,2.373383713692550412e+00,4.319155593381854175e+00,4.188491052931932579e+00,4.600555776558321597e+00,4.397949204813585311e+00,2.611896998174972673e+00,8.178153354300796707e+00,2.590035251930108195e+00,1.661262888767139012e+00,5.362666774668222835e+00,1.530317972180466501e+00,1.114356852853043911e+01,6.893278126596428024e+00,2.755312015703024198e+00,5.928300422999114971e+00
6.280171960009124810e+00,4.403770942800156796e+00,3.421022302879347610e+00,3.378797469648558760e+00,4.408717865511713185e+00,9.589225959321845849e+00,4.781613483439813628e+00,3.332862609558733258e+00,2.716469581279115975e+00,4.426741964194720325e+00,2.867166869405321172e+00,6.424053144292019013e+00,4.052538307471573731e+00,6.179384236626447979e+00,3.068176293823516865e+00,2.849066591555586836e+00,3.496802717284101192e+00,6.869877749206013462e+00,3.168998283666491833e+00,6.266549646156668985e+00,2.933313512723126237e+00,7.288027631048217714e+00,3.815667676137950437e+00,5.521503804258074410e+00,3.995187903825327513e+00,3.736191173376709251e+00,4.970837448782354784e+00,7.783102840104557885e+00,4.040977253954988413e+00,7.231825641344783229e+00,6.430165268012648205e+00,3.200622080519597290e+00,3.177292151241537077e+00,2.026559595430855953e+00,4.318793898534787346e+00,1.192355816058978846e+01,3.606993570848912700e+00,1.575694145138269775e+00,2.134295886906435236e+00,4.953599632763063809e+00
3.163092929879798731e+00,5.603437227598853987e+00,4.493263470922259195e+00,2.090005555974159268e+00,3.308098932493960920e+00,3.927411767160036149e+00,1.269402767782992392e+01,1.541343058575047609e+00,5.697161611940716242e+00,3.547474670666764140e+00,3.914566668722207599e+00,6.534431123936165875e+00,5.081283983305501017e+00,7.328394868792013739e+00,1.292687068158775965e+01,5.440044651390456565e+00,3.410210474740869468e+00,5.721276761061292682e+00,5.228381274869589923e+00,2.877916947832206418e+00,5.714140894360245859e+00,4.728002640073141194e+00,3.484503798086422854e+00,6.372964772006516121e+00,1.571992034852016573e+01,2.481727407355253767e+00,3.143045057097888062e+00,2.794780825225159582e+00,4.215466977868947751e+00,4.643235666758499747e+00,2.544233916873104739e+00,2.389771367626522203e+00,2.868186374910702607e+00,1.456609560194643471e+01,2.864357560364265254e+00,3.287091301556607892e+00,2.517199419756161127e+00,4.301775475003147164e+00,4.846052823300546208e+00,3.064385390456028535e+00
5.952527671294290279e+00,8.515036661859339162e+00,3.949759397470303135e+00,4.508284447887994872e+00,1.292191151984232356e+01,5.916209028287065408e+00,7.760960061264824184e+00,2.386151180795136550e+00,6.744500655048772941e+00,5.061621560564869782e+00,3.000978972426763480e+00,5.090977694793574315e+00,2.738372881697470618e+00,4.461230753574869645e+00,4.532292227994035194e+00,3.247579649170203808e+00,1.054777909572228012e+01,3.603256459047275762e+00,9.151152387985465708e+00,4.138256611564187892e+00,4.731171733182638839e+00,2.167196145852497757e+00,5.257659208679970497e+00,3.207912779693425254e+00,6.407863069898271036e+00,3.222920938914278111e+00,6.841746354108026118e+00,2.922350904125500470e+00,4.774252643730648948e+00,7.752760244679770096e+00,9.355554284392855635e+00,6.309068729425272082e+00,2.847088982726392103e+00,1.415132012660315519e+00,7.108539337842040950e+00,3.812804197154798569e+00,4.722476828002641902e+00,1.509633326058065350e+01,3.647012886192669168e+00,9.677649821587614554e+00
8.661831929302621802e+00,8.905160287726355151e+00,4.570359096827146139e+00,5.548477539102480982e+00,3.453490389902404534e+00,8.546784413184397522e+00,2.157032326871085814e+00,4.108954481164624362e+00,2.742624603772674696e+00,5.420803292477880397e+00,1.003822140932490825e+01,5.703395774538238427e+00,4.673367498399749742e+00,3.034425409410490104e+00,4.221895843721437558e+00,5.270460500202813314e+00,1.756801999854353014e+01,4.958833905943088816e+00,1.070252060946650907e+01,2.732376070833362203e+00,2.732924452645062452e+00,4.301039405257020221e+00,3.406969159463167696e+00,4.723046855747095485e+00,3.452568609289692780e+00,1.346155640001345022e+00,3.219372067436897300e+00,3.001587053051288034e+00,4.019466623359771340e+00,3.005918286246969551e+00,6.214780016804212437e+00,4.664193838971996797e+00,1.493812952666306160e+01,2.308254060380074968e+00,3.895352787934584615e+00,2.153992399622161269e+00,1.065163425481823190e+01,2.908861857091504799e+00,1.316367690634512755e+01,3.585554634008763397e+00
1.737676945500645109e+00,3.026212175251010716e+00,5.417934312598252866e+00,2.439350074679480507e+00,2.184893277444687421e+00,6.642113266583081987e+00,3.844206692112566159e+00,5.383038616898475404e+00,2.223271790563168704e+00,1.627276771854671900e+00,2.578573091140458295e+00,5.516138833087822491e+00,1.234404104774040078e+01,2.757499988072345420e+00,2.090205289775752373e+00,1.135079277877579784e+01,3.982853097757147687e+00,7.378226476065509409e+00,6.324837646133268265e+00,3.156927780439928721e+00,5.096501034806899533e+00,5.592790882065181712e+00,3.184216788558645206e+00,2.828127006631306450e+00,3.459020784222904599e+00,2.829119760080629487e+00,5.554099976045240084e+00,3.472699725698872530e+00,3.846754463211047970e+00,1.396363689918543471e+01,7.225941126154276972e+00,8.096701518345660986e+00,1.634446576183769295e+01,1.039800813134683821e+01,2.301983581066318507e+00,3.865655428524271464e+00,5.140701276496296046e+00,1.113397414248666095e+01,5.227140712726055405e+00,3.863055159221242096e+00
4.183577707159922277e+00,6.033316539791682587e+00,4.622100376031456292e+00,4.351890594218054353e+00,6.802642095857358129e+00,4.254124084735969369e+00,2.726634565847683600e+00,1.357553946127031885e+01,4.520042199511268066e+00,5.170711149672942319e+00,1.728897562482816230e+00,1.171500592878122937e+01,3.152620151551168703e+00,5.462999630917679816e+00,6.853067049043835901e+00,1.735371712619692364e+00,8.961769165296161077e+00,3.514717140949085383e+00,3.885304289460401073e+00,4.450532000108602837e+00,1.995335301831955288e+00,1.848641711663559306e+01,5.521628960685381671e+00,3.759184023872014446e+00,2.299611245732251508e+00,2.910937045038897608e+00,9.280311111602177476e+00,4.209052892204630858e+00,6.091450519362243909e+00,3.962610116171378927e+00,4.131787691934339257e+00,3.043437810144994593e+00,3.723618137830847274e+00,8.563169330174718041e+00,1.067497334582337487e+01,4.487458411955874027e+00,3.312764655328593211e+00,2.095057961197039909e+00,3.480690556363218224e+00,1.059127738196178115e+01
4.426065653341598960e+00,5.371132333506824175e+00,3.222420981351399316e+00,2.654395128172037932e+00,9.392027198721867975e+00,2.225213680488676182e+00,1.167683622439488644e+01,5.463743962474891802e+00,4.245717645483345848e+00,2.454546134639314037e+00,3.140916092126945891e+00,5.446134644583662698e+00,1.629723999746229612e+00,4.033203353438460148e+00,1.460940392002230226e+01,4.961718088645594271e+00,3.079840431608198426e+00,5.933777956149650201e+00,4.439369309477126713e+00,2.859354902059623171e+00,4.694118404887042573e+00,6.118397201415351816e+00,7.569321468560907817e+00,1.392968352324473891e+01,2.262325256343029167e+00,4.841452597507986511e+00,9.673177988971861652e+00,1.601823809353157824e+00,5.319068043685916791e+00,3.316148607612061650e+00,4.537749634699686396e+00,1.878129018219096480e+01,2.886735999268397634e+00,1.761110327664196973e+01,5.485143209409698350e+00,6.356074258284513334e+00,1.057656185829235440e+01,3.090228092261125159e+00,1.644924997435383451e+00,1.258813051606675693e+01
